row_type,scenario,trial,node_count,op_count,topology_kind,edge_count,diameter,convergence_ms,mean_ms,p50_ms,p95_ms
trial,divergence-n2-append-1e2,1,2,200,partition_heal,1,1,6.301,,,
trial,divergence-n2-append-1e2,2,2,200,partition_heal,1,1,5.849,,,
trial,divergence-n2-append-1e2,3,2,200,partition_heal,1,1,6.290,,,
trial,divergence-n2-append-1e2,4,2,200,partition_heal,1,1,6.044,,,
trial,divergence-n2-append-1e2,5,2,200,partition_heal,1,1,5.118,,,
trial,divergence-n2-append-1e2,6,2,200,partition_heal,1,1,5.448,,,
trial,divergence-n2-append-1e2,7,2,200,partition_heal,1,1,5.717,,,
trial,divergence-n2-append-1e2,8,2,200,partition_heal,1,1,6.167,,,
trial,divergence-n2-append-1e2,9,2,200,partition_heal,1,1,5.375,,,
trial,divergence-n2-append-1e2,10,2,200,partition_heal,1,1,5.817,,,
trial,divergence-n2-append-1e2,11,2,200,partition_heal,1,1,5.319,,,
trial,divergence-n2-append-1e2,12,2,200,partition_heal,1,1,5.135,,,
trial,divergence-n2-append-1e2,13,2,200,partition_heal,1,1,5.535,,,
trial,divergence-n2-append-1e2,14,2,200,partition_heal,1,1,4.957,,,
trial,divergence-n2-append-1e2,15,2,200,partition_heal,1,1,5.474,,,
trial,divergence-n2-append-1e2,16,2,200,partition_heal,1,1,4.627,,,
trial,divergence-n2-append-1e2,17,2,200,partition_heal,1,1,5.981,,,
trial,divergence-n2-append-1e2,18,2,200,partition_heal,1,1,5.182,,,
trial,divergence-n2-append-1e2,19,2,200,partition_heal,1,1,4.881,,,
trial,divergence-n2-append-1e2,20,2,200,partition_heal,1,1,5.073,,,
summary,divergence-n2-append-1e2,20,2,200,partition_heal,1,1,,5.514,5.448,6.290
trial,divergence-n2-random_position-1e2,1,2,200,partition_heal,1,1,5.933,,,
trial,divergence-n2-random_position-1e2,2,2,200,partition_heal,1,1,6.509,,,
trial,divergence-n2-random_position-1e2,3,2,200,partition_heal,1,1,5.565,,,
trial,divergence-n2-random_position-1e2,4,2,200,partition_heal,1,1,6.480,,,
trial,divergence-n2-random_position-1e2,5,2,200,partition_heal,1,1,5.253,,,
trial,divergence-n2-random_position-1e2,6,2,200,partition_heal,1,1,6.192,,,
trial,divergence-n2-random_position-1e2,7,2,200,partition_heal,1,1,5.269,,,
trial,divergence-n2-random_position-1e2,8,2,200,partition_heal,1,1,5.704,,,
trial,divergence-n2-random_position-1e2,9,2,200,partition_heal,1,1,5.609,,,
trial,divergence-n2-random_position-1e2,10,2,200,partition_heal,1,1,5.913,,,
trial,divergence-n2-random_position-1e2,11,2,200,partition_heal,1,1,4.946,,,
trial,divergence-n2-random_position-1e2,12,2,200,partition_heal,1,1,5.531,,,
trial,divergence-n2-random_position-1e2,13,2,200,partition_heal,1,1,6.409,,,
trial,divergence-n2-random_position-1e2,14,2,200,partition_heal,1,1,6.302,,,
trial,divergence-n2-random_position-1e2,15,2,200,partition_heal,1,1,6.547,,,
trial,divergence-n2-random_position-1e2,16,2,200,partition_heal,1,1,7.009,,,
trial,divergence-n2-random_position-1e2,17,2,200,partition_heal,1,1,7.009,,,
trial,divergence-n2-random_position-1e2,18,2,200,partition_heal,1,1,6.119,,,
trial,divergence-n2-random_position-1e2,19,2,200,partition_heal,1,1,6.596,,,
trial,divergence-n2-random_position-1e2,20,2,200,partition_heal,1,1,4.855,,,
summary,divergence-n2-random_position-1e2,20,2,200,partition_heal,1,1,,5.987,5.933,7.009
trial,divergence-n2-same_region-1e2,1,2,200,partition_heal,1,1,5.495,,,
trial,divergence-n2-same_region-1e2,2,2,200,partition_heal,1,1,5.651,,,
trial,divergence-n2-same_region-1e2,3,2,200,partition_heal,1,1,6.135,,,
trial,divergence-n2-same_region-1e2,4,2,200,partition_heal,1,1,5.613,,,
trial,divergence-n2-same_region-1e2,5,2,200,partition_heal,1,1,5.335,,,
trial,divergence-n2-same_region-1e2,6,2,200,partition_heal,1,1,5.173,,,
trial,divergence-n2-same_region-1e2,7,2,200,partition_heal,1,1,5.524,,,
trial,divergence-n2-same_region-1e2,8,2,200,partition_heal,1,1,5.819,,,
trial,divergence-n2-same_region-1e2,9,2,200,partition_heal,1,1,4.887,,,
trial,divergence-n2-same_region-1e2,10,2,200,partition_heal,1,1,5.330,,,
trial,divergence-n2-same_region-1e2,11,2,200,partition_heal,1,1,5.098,,,
trial,divergence-n2-same_region-1e2,12,2,200,partition_heal,1,1,5.080,,,
trial,divergence-n2-same_region-1e2,13,2,200,partition_heal,1,1,5.371,,,
trial,divergence-n2-same_region-1e2,14,2,200,partition_heal,1,1,5.094,,,
trial,divergence-n2-same_region-1e2,15,2,200,partition_heal,1,1,5.833,,,
trial,divergence-n2-same_region-1e2,16,2,200,partition_heal,1,1,4.902,,,
trial,divergence-n2-same_region-1e2,17,2,200,partition_heal,1,1,5.250,,,
trial,divergence-n2-same_region-1e2,18,2,200,partition_heal,1,1,5.818,,,
trial,divergence-n2-same_region-1e2,19,2,200,partition_heal,1,1,5.071,,,
trial,divergence-n2-same_region-1e2,20,2,200,partition_heal,1,1,5.034,,,
summary,divergence-n2-same_region-1e2,20,2,200,partition_heal,1,1,,5.376,5.330,5.833
trial,divergence-n2-append-1e3,1,2,2000,partition_heal,1,1,34.828,,,
trial,divergence-n2-append-1e3,2,2,2000,partition_heal,1,1,32.931,,,
trial,divergence-n2-append-1e3,3,2,2000,partition_heal,1,1,35.139,,,
trial,divergence-n2-append-1e3,4,2,2000,partition_heal,1,1,30.128,,,
trial,divergence-n2-append-1e3,5,2,2000,partition_heal,1,1,27.722,,,
trial,divergence-n2-append-1e3,6,2,2000,partition_heal,1,1,29.643,,,
trial,divergence-n2-append-1e3,7,2,2000,partition_heal,1,1,27.620,,,
trial,divergence-n2-append-1e3,8,2,2000,partition_heal,1,1,24.611,,,
trial,divergence-n2-append-1e3,9,2,2000,partition_heal,1,1,31.573,,,
trial,divergence-n2-append-1e3,10,2,2000,partition_heal,1,1,30.209,,,
trial,divergence-n2-append-1e3,11,2,2000,partition_heal,1,1,30.092,,,
trial,divergence-n2-append-1e3,12,2,2000,partition_heal,1,1,29.907,,,
trial,divergence-n2-append-1e3,13,2,2000,partition_heal,1,1,31.092,,,
trial,divergence-n2-append-1e3,14,2,2000,partition_heal,1,1,30.140,,,
trial,divergence-n2-append-1e3,15,2,2000,partition_heal,1,1,26.139,,,
trial,divergence-n2-append-1e3,16,2,2000,partition_heal,1,1,27.428,,,
trial,divergence-n2-append-1e3,17,2,2000,partition_heal,1,1,26.463,,,
trial,divergence-n2-append-1e3,18,2,2000,partition_heal,1,1,30.501,,,
trial,divergence-n2-append-1e3,19,2,2000,partition_heal,1,1,34.232,,,
trial,divergence-n2-append-1e3,20,2,2000,partition_heal,1,1,29.616,,,
summary,divergence-n2-append-1e3,20,2,2000,partition_heal,1,1,,30.001,30.092,34.828
trial,divergence-n2-random_position-1e3,1,2,2000,partition_heal,1,1,30.616,,,
trial,divergence-n2-random_position-1e3,2,2,2000,partition_heal,1,1,30.481,,,
trial,divergence-n2-random_position-1e3,3,2,2000,partition_heal,1,1,34.178,,,
trial,divergence-n2-random_position-1e3,4,2,2000,partition_heal,1,1,36.774,,,
trial,divergence-n2-random_position-1e3,5,2,2000,partition_heal,1,1,46.631,,,
trial,divergence-n2-random_position-1e3,6,2,2000,partition_heal,1,1,32.085,,,
trial,divergence-n2-random_position-1e3,7,2,2000,partition_heal,1,1,39.433,,,
trial,divergence-n2-random_position-1e3,8,2,2000,partition_heal,1,1,39.653,,,
trial,divergence-n2-random_position-1e3,9,2,2000,partition_heal,1,1,37.397,,,
trial,divergence-n2-random_position-1e3,10,2,2000,partition_heal,1,1,28.446,,,
trial,divergence-n2-random_position-1e3,11,2,2000,partition_heal,1,1,34.473,,,
trial,divergence-n2-random_position-1e3,12,2,2000,partition_heal,1,1,38.518,,,
trial,divergence-n2-random_position-1e3,13,2,2000,partition_heal,1,1,33.996,,,
trial,divergence-n2-random_position-1e3,14,2,2000,partition_heal,1,1,35.278,,,
trial,divergence-n2-random_position-1e3,15,2,2000,partition_heal,1,1,30.451,,,
trial,divergence-n2-random_position-1e3,16,2,2000,partition_heal,1,1,27.673,,,
trial,divergence-n2-random_position-1e3,17,2,2000,partition_heal,1,1,33.266,,,
trial,divergence-n2-random_position-1e3,18,2,2000,partition_heal,1,1,37.040,,,
trial,divergence-n2-random_position-1e3,19,2,2000,partition_heal,1,1,39.772,,,
trial,divergence-n2-random_position-1e3,20,2,2000,partition_heal,1,1,41.956,,,
summary,divergence-n2-random_position-1e3,20,2,2000,partition_heal,1,1,,35.406,34.473,41.956
trial,divergence-n2-same_region-1e3,1,2,2000,partition_heal,1,1,26.733,,,
trial,divergence-n2-same_region-1e3,2,2,2000,partition_heal,1,1,31.031,,,
trial,divergence-n2-same_region-1e3,3,2,2000,partition_heal,1,1,35.101,,,
trial,divergence-n2-same_region-1e3,4,2,2000,partition_heal,1,1,34.766,,,
trial,divergence-n2-same_region-1e3,5,2,2000,partition_heal,1,1,27.958,,,
trial,divergence-n2-same_region-1e3,6,2,2000,partition_heal,1,1,28.718,,,
trial,divergence-n2-same_region-1e3,7,2,2000,partition_heal,1,1,27.124,,,
trial,divergence-n2-same_region-1e3,8,2,2000,partition_heal,1,1,28.342,,,
trial,divergence-n2-same_region-1e3,9,2,2000,partition_heal,1,1,27.589,,,
trial,divergence-n2-same_region-1e3,10,2,2000,partition_heal,1,1,33.623,,,
trial,divergence-n2-same_region-1e3,11,2,2000,partition_heal,1,1,24.125,,,
trial,divergence-n2-same_region-1e3,12,2,2000,partition_heal,1,1,24.475,,,
trial,divergence-n2-same_region-1e3,13,2,2000,partition_heal,1,1,35.510,,,
trial,divergence-n2-same_region-1e3,14,2,2000,partition_heal,1,1,23.203,,,
trial,divergence-n2-same_region-1e3,15,2,2000,partition_heal,1,1,34.140,,,
trial,divergence-n2-same_region-1e3,16,2,2000,partition_heal,1,1,28.967,,,
trial,divergence-n2-same_region-1e3,17,2,2000,partition_heal,1,1,33.505,,,
trial,divergence-n2-same_region-1e3,18,2,2000,partition_heal,1,1,37.937,,,
trial,divergence-n2-same_region-1e3,19,2,2000,partition_heal,1,1,34.087,,,
trial,divergence-n2-same_region-1e3,20,2,2000,partition_heal,1,1,30.298,,,
summary,divergence-n2-same_region-1e3,20,2,2000,partition_heal,1,1,,30.362,28.967,35.510
